Year	Lat	Lon	Depth	Mag
1984.25274	36.218	-89.469	5	1.1
1984.25274	36.57	-89.78	5	1.5
1984.25274	37.21	-89.01	1.8	2.9
1984.25274	37.21	-89.01	2	1.2
1984.25274	37.39	-89.2	2	1.1
1984.25274	37.22	-89.01	10	2.1
1984.255479	36.299	-89.473	1.2	1.7
1984.255479	37.23	-88.98	10	1.5
1984.255479	37.2	-89.01	1.5	2
1984.255479	37.21	-89.01	8.1	1.4
1984.255479	36.696	-91.423	2.1	2.3
1984.255479	37.21	-89.01	2	2
1984.258219	36.381	-89.753	14.8	1.1
1984.258219	37.27	-88.95	15	1
1984.260959	37.06	-89.16	2	2
1984.280137	37.02	-88.93	6.6	2.6
1984.282877	36.406	-89.446	5	1.3
1984.282877	36.56	-89.6	2	1.8
1984.285616	35.957	-90.649	4.3	1.7
1984.293836	36.251	-89.3	7.5	1.2
1984.296575	37.27	-87.1	5	2.1
1984.307534	38.08	-90.15	12	2.2
1984.313014	34.708	-88.112	0.9	2
1984.332192	36.929	-90.669	5	2.3
1984.338813	36.287	-89.458	5	2.1
1984.338813	36.433	-89.506	6.8	1.9
1984.349772	36.145	-91.122	22.4	1.9
1984.357991	36.37	-89.614	10.1	2
1984.36895	38	-88.87	6.4	1.9
1984.36895	36.57	-89.793	5	1.8
1984.379909	38.41	-88.48	14.3	3.2
1984.388128	37.2	-89.03	2	1.5
1984.390868	36.372	-89.442	6.2	1.9
1984.393607	37.13	-89.06	15	1
1984.399087	36.5	-89.56	5.6	1
1984.412785	36.42	-89.436	1.6	1.8
1984.422146	36.44	-89.55	6	1
1984.427626	36.08	-89.81	9.4	1.6
1984.430365	35.95	-89.91	5	1.2
1984.446804	36.54	-89.66	3	1.3
1984.449543	35.61	-91.331	8.7	1.7
1984.457763	35.608	-91.367	1.4	1.3
1984.457763	35.603	-91.369	11.4	1.9
1984.457763	35.586	-91.372	8	1.9
1984.457763	35.38	-91.442	13.7	1.4
1984.468721	36.48	-89.56	7.7	1.1
1984.468721	36.47	-89.56	7.9	0.9
1984.471461	35.598	-91.344	1.8	1.6
1984.471461	35.603	-91.364	5.8	1.5
1984.476941	36.54	-89.578	5.4	1.1
1984.47968	36.47	-89.56	8.1	1.3
1984.48516	36.46	-89.515	10.7	2.3
1984.48516	37.31	-90	15	1
1984.4879	36.477	-91.436	5.6	1.7
1984.501598	37.27	-89.48	2	0.6
1984.510959	38.02	-87.02	5	2.3
1984.510959	37.25	-87.54	5	2.2
1984.513699	37.76	-89.31	1.6	1.6
1984.543836	36.091	-92.737	5	2
1984.546575	36.106	-92.743	5	2.8
1984.546575	36.1	-92.73	5	2.5
1984.546575	35.39	-88.78	5	2
1984.546575	38.06	-90.07	0.9	2.6
1984.568493	36.578	-89.636	5	1.7
1984.571233	36.149	-89.36	7.2	3
1984.576712	36.53	-89.64	7	1.4
1984.579452	37.7	-88.47	1.6	3.8
1984.586073	38	-90.47	8.8	1.9
1984.586073	36.307	-89.716	17.6	1.1
1984.588813	37.99	-90.48	9.6	2
1984.597032	36.12	-89.39	6.3	1.4
1984.605251	38.31	-90.62	14.7	2.2
1984.607991	36.48	-91.09	10	1.6
1984.61621	35.23	-92.207	5.2	2.6
1984.61621	36.43	-89.522	5	1.2
1984.61895	36.15	-91.05	5	1.9
1984.61895	36.472	-89.719	5	1.6
1984.627169	36.481	-89.493	5.9	2.4
1984.627169	36.535	-89.709	5	1.8
1984.640868	36.144	-89.421	6.8	1.8
1984.651826	36.533	-89.649	5	1.5
1984.660046	39.22	-87.07	10	4
1984.662785	36.3	-89.5	13.5	1.5
1984.662785	36.33	-89.53	17.8	1.1
1984.662785	36.34	-89.49	14.3	1.5
1984.662785	36.338	-89.499	6.4	2.1
1984.665525	37.82	-90.92	7.1	3
1984.665525	38.16	-87.36	10	1.7
1984.668265	35.247	-92.446	4.1	1.5
1984.674886	36.295	-89.497	8.1	1.7
1984.677626	36.317	-89.483	6.3	1.6
1984.688584	37.97	-89.31	24.3	1.3
1984.705023	36.277	-89.469	8.1	1.8
1984.707763	36.529	-89.537	5	1.4
1984.710502	35.84	-90.117	13	2.1
1984.713242	35.603	-90.362	9.5	1.8
1984.718721	36.432	-89.533	5	1.6
1984.718721	34.315	-92.646	3.7	2.1
1984.721461	37.88	-90.39	18.1	2.1
1984.721461	36.117	-89.757	6.5	1.6
1984.743379	37.22	-89	2	2.4
1984.746119	39.11	-87.45	10	3.1
1984.746119	38.97	-87.98	10	2.7
1984.751598	36.306	-89.446	5	1.1
1984.75274	36.516	-89.579	5	2.3
1984.75274	38.04	-87.29	10	1.8
1984.755479	36.456	-89.57	5	1.9
1984.758219	36.456	-89.565	10.2	2.2
1984.760959	36.44	-89.56	11.2	1.5
1984.760959	36.472	-89.533	5	1.8
1984.766438	36.231	-89.368	12.9	2.4
1984.796575	36.565	-89.903	15	1.8
1984.802055	37.2	-89.04	12	0.8
1984.802055	37.22	-89.01	5.6	1.3
1984.802055	36.01	-89.778	9.8	1.8
1984.802055	37.21	-89.01	2	2
1984.802055	37.21	-89.01	1.2	2.5
1984.802055	36.08	-89.373	6.6	2
1984.804795	37.17	-87.49	5	2.5
1984.807534	36.318	-89.501	8.1	2.4
1984.813014	36.45	-89.55	6.8	2.2
1984.815753	36.38	-89.557	9.8	1.4
1984.815753	36.41	-89.58	9.7	0.6
1984.818493	34.064	-89.818	6.4	2.5
1984.823973	37.2	-89	5	2.8
1984.823973	35.211	-92.2	4	3.2
1984.823973	35.195	-92.212	4.6	2.7
1984.823973	35.209	-92.343	7	2.1
1984.823973	35.219	-92.22	6.7	2.3
1984.832192	36.368	-89.56	6.5	1.7
1984.832192	36.025	-89.839	8.1	1.8
1984.841553	37.22	-89.01	3.8	2.1
1984.844292	36.87	-91.928	5	2.4
1984.847032	35.184	-92.242	6.7	2
1984.849772	36.174	-89.682	7.4	2.2
1984.857991	34.74	-85.16	5	4.2
1984.86347	35.855	-88.49	5	2.2
1984.86621	36.668	-89.553	12.6	1.7
1984.86895	35.65	-87.93	5	2
1984.86895	36.575	-89.703	5	2.1
1984.871689	36.36	-89.434	7.7	1.4
1984.871689	36.132	-89.395	5	1.4
1984.874429	36.472	-89.428	8.7	1.7
1984.877169	36.3	-89.47	5	2
1984.879909	36.6	-89.57	8.2	1.7
1984.879909	37.22	-89	0.9	2.3
1984.879909	37.21	-89.01	5.8	2
1984.893607	36.36	-89.51	7.9	1.7
1984.899087	37.22	-89	2.1	1.3
1984.907306	36.27	-89.51	10	1.4
1984.910046	36.239	-89.497	10.9	1.8
1984.922146	36.138	-89.053	5.2	1.7
1984.922146	36	-91.98	7.5	2.2
1984.930365	36.299	-89.528	5	1.7
1984.944064	37.39	-90.05	5	2.5
1984.949543	35.2	-92.23	6.4	2.1
1984.952283	36.284	-89.48	6.1	1.8
1984.955023	36.418	-89.594	5	1.1
1984.955023	36.28	-89.724	7.4	1.6
1984.965982	35.64	-89.73	5	1.2
1984.971461	35.59	-89.76	13.2	2.6
1984.974201	35.697	-89.708	5	2
1984.974201	36.141	-89.758	6.9	1
1984.98242	36.439	-89.662	5	1.1
1984.996119	36.561	-89.719	5	1.7
1985.00274	36.402	-89.586	5	1.4
1985.008219	36.211	-89.715	10	3
1985.021918	36.51	-89.55	5.3	1.2
1985.021918	36.57	-89.63	5	1.4
1985.027397	36.277	-89.404	5	1.2
1985.030137	35.948	-90.002	10.9	1.6
1985.032877	38.58	-87.56	21	2.2
1985.035616	36.1	-89.783	9.4	1.5
1985.054795	36.26	-89.54	5	2.3
1985.065753	36.04	-89.84	11.1	1.6
1985.071233	36.51	-89.55	10	1.5
1985.073973	36.537	-89.735	5	1.2
1985.073973	36.518	-89.786	5	1.2
1985.073973	36.506	-89.693	5	2.1
1985.073973	36.525	-89.648	8	1.6
1985.076712	37.23	-89.32	9.9	2.4
1985.079452	36.25	-89.52	4.6	1.8
1985.082192	36.546	-89.729	5	0.9
1985.084932	36.56	-89.83	2	1.5
1985.102511	36.6	-89.84	9.9	2.2
1985.105251	36.278	-89.493	5	1.4
1985.105251	36.51	-89.55	4.1	1.3
1985.105251	36.26	-89.48	2	0.8
1985.105251	36.29	-89.52	4	2
1985.107991	36.104	-89.292	8.9	1.6
1985.11347	36.53	-89.59	5	1.4
1985.11621	37.69	-88.43	2	2.4
1985.11621	35.645	-89.737	5	1.6
1985.11621	36.797	-89.623	7.1	2.3
1985.124429	36.526	-89.603	5	1.2
1985.132648	36.42	-89.6	11.7	2.3
1985.138128	35.68	-89.64	7.5	1.9
1985.140868	35.76	-89.645	5	1.7
1985.149087	36.54	-89.6	3	1.9
1985.151826	36.34	-89.41	3.6	2.1
1985.157306	36.312	-89.633	7.4	1.7
1985.165525	35.92	-91.29	4.9	1.3
1985.165525	35.933	-89.962	7.5	1.9
1985.172146	36.2	-89.42	10.2	1.8
1985.172146	36.2	-89.61	16.9	2
1985.174886	35.251	-92.581	3	2.1
1985.177626	37.28	-89.43	16.2	1.4
1985.185845	36.289	-89.419	5	2.3
1985.185845	36.29	-89.442	5	2.4
1985.188584	37.2	-89.03	8.7	1.3
1985.191324	36.2	-89.4	8.2	1.9
1985.194064	36.45	-98.41	5	2.7
1985.199543	35.879	-89.927	5	2.3
1985.202283	38.42	-87.5	17.7	3
1985.207763	38.04	-90.02	5.7	2
1985.207763	36.203	-89.332	5	1.6
1985.207763	37.23	-89.33	5.3	3.3
1985.207763	37.21	-89.33	2	1.1
1985.213242	35.833	-90.14	5	2.2
1985.213242	36.21	-89.61	6.4	1.6
1985.213242	35.877	-89.947	5	2.3
1985.221461	36.7	-91.44	10	1.5
1985.224201	36.096	-89.81	6.5	2.2
1985.22968	36.48	-89.5	5.6	1.9
1985.22968	34.82	-90.99	5	2.3
1985.23242	35.226	-92.279	3	1.9
1985.23242	35.219	-92.277	3	2
1985.23516	35.201	-92.205	3	2
1985.240639	37.21	-89.34	1.6	2.4
1985.240639	36.5	-89.56	5.9	1
1985.240639	36.09	-91.49	6.7	1.1
1985.243379	34.16	-91.52	5	2.2
1985.243379	36.43	-89.53	4.6	1.1
1985.243379	36.57	-89.85	3.2	2.3
1985.25274	36.461	-89.582	5	1.7
1985.255479	36.2	-89.63	3	1.2
1985.255479	39.11	-91.12	5	2.1
1985.258219	36.25	-89.48	8	1.8
1985.258219	36.25	-89.44	4	1.6
1985.266438	36.317	-89.525	5	1.8
1985.271918	36.12	-91.16	5	1.4
1985.277397	36.47	-89.54	6.9	1.5
1985.280137	37.49	-87.31	5	1.1
1985.282877	36.95	-90.39	9	1.8
1985.285616	36.1	-89.75	7.7	1.6
1985.299315	36.46	-89.55	7.4	1.2
1985.299315	36.465	-89.564	5	2
1985.299315	36.31	-89.32	6.6	1.3
1985.302055	36.3	-89.48	5	1.4
1985.302055	36.47	-91.15	4.2	1.7
1985.304795	36.514	-89.561	5	1.8
1985.304795	36.526	-89.612	5	1.7
1985.304795	36.09	-89.75	10	1.6
1985.313014	38.02	-90.04	12.6	1.8
1985.315753	36.5	-89.55	6.5	1.4
1985.318493	38.09	-90.62	9.5	1.5
1985.318493	36.21	-89.38	5	1.6
1985.321233	35.946	-89.894	5	1.7
1985.326712	36.206	-89.598	6.3	2
1985.326712	39.04	-89.66	5	2.5
1985.329452	37.31	-90.75	4.3	1.9
1985.329452	36.468	-89.594	5	1.6
1985.338813	36.276	-89.494	5	1.5
1985.338813	35.97	-91.14	5	1.9
1985.344292	37.06	-88.82	10.8	2.1
1985.352511	36.53	-89.64	4.8	1.5
1985.352511	36.25	-89.49	5	1.3
1985.352511	36.25	-89.55	5	1.2
1985.36621	36.12	-90.52	5	1.7
1985.36895	36.422	-89.626	5	2.2
1985.377169	35.969	-91.272	5	1.8
1985.385388	37.49	-89.38	2.1	1.1
1985.385388	35.765	-90.285	14.9	1.5
1985.419406	37.78	-87.61	10	2.9
1985.424886	36.54	-89.56	5.5	1.1
1985.427626	36.282	-90.879	9.9	2.7
1985.430365	36.237	-89.758	11.4	1.7
1985.438584	36.266	-89.409	2.5	1.6
1985.444064	35.6	-90.517	5	1.7
1985.468721	36.45	-90.92	7.1	1.5
1985.476941	36.13	-89.46	10	1.9
1985.48242	37.43	-89.63	3.2	1.5
1985.4879	36.551	-89.548	3	2.4
1985.513699	35.626	-89.738	2.6	1
1985.513699	36.26	-89.5	12	0.8
1985.524658	36.512	-89.691	5	1.8
1985.527397	35.664	-89.713	8.6	1.8
1985.530137	36.571	-89.518	5	1.4
1985.535616	36.51	-89.53	6.2	0.7
1985.543836	36.221	-89.454	6.2	1.5
1985.552055	36.43	-89.58	6.4	1.3
1985.552055	36.339	-89.935	5	1.3
1985.554795	36.25	-89.43	1.7	0.3
1985.563014	36.73	-89.49	11.7	1.8
1985.565753	36.32	-89.55	8.2	1.9
1985.565753	36.41	-89.59	3.6	1.7
1985.565753	36.41	-89.52	7	2
1985.582192	36.56	-89.71	15.6	1.8
1985.591553	37.92	-88.88	7.5	2.2
1985.597032	34.012	-87.117	5	1.3
1985.599772	36.565	-89.757	5.2	2
1985.599772	35.03	-87.44	6.1	1.5
1985.599772	36.148	-91.495	4.1	2
1985.610731	36.763	-89.408	5	2.5
1985.629909	36.5	-89.367	5	1.7
1985.640868	37.98	-90.62	6.3	2.8
1985.643607	36.54	-89.72	11.2	2.3
1985.643607	36.5	-89.54	10.8	2.4
1985.649087	36.166	-89.576	12.9	0.5
1985.649087	36.131	-89.359	2	0.7
1985.657306	36.315	-89.763	10	1.8
1985.662785	36.436	-89.533	9.4	1.5
1985.665525	36.404	-89.46	12.2	1.1
1985.668265	36.065	-89.354	6.8	1.7
1985.669406	36.21	-89.5	5	1.1
1985.672146	35.223	-92.213	6.6	2.7
1985.672146	36.26	-89.52	4	1.5
1985.674886	35.21	-92.2	5	3.3
1985.683105	36.121	-89.845	12.1	1.8
1985.688584	36.36	-89.58	6.8	1.8
1985.715982	36.492	-89.572	5	2
1985.726941	37.87	-90.19	15.5	2.1
1985.73516	36.017	-89.889	5	1.9
1985.751598	36.51	-89.52	8	1.9
1985.75274	36.55	-89.63	8.6	1.6
1985.75274	36.27	-89.53	10	1.2
1985.755479	37.97	-88.89	2.8	2.2
1985.763699	36.207	-89.791	11.4	1.9
1985.766438	35.814	-93.123	2	3.3
1985.771918	36.171	-91.739	5	1.6
1985.774658	36.593	-91.056	6.7	1.7
1985.791096	35.733	-90.681	5	1.8
1985.793836	37.25	-90.72	5	1.7
1985.802055	36.37	-89.55	5.1	1.8
1985.807534	37.84	-89.61	10	1.9
1985.810274	36.44	-89.52	0.8	1.4
1985.810274	34.88	-90.658	10.9	1.9
1985.818493	36.605	-89.658	4.3	2.1
1985.844292	36.674	-89.445	5.1	2.3
1985.847032	36.46	-89.55	3.8	1.6
1985.847032	36.536	-89.633	3.6	1.7
1985.847032	36.201	-90.784	7.2	1.5
1985.849772	36.553	-89.64	5	1.7
1985.852511	35.917	-91.73	7.9	2.5
1985.855251	37.88	-90.79	10	2.1
1985.860731	36.079	-89.431	5	1.2
1985.86621	37.39	-90.1	6.8	1.9
1985.86621	36.822	-89.13	7.8	1.3
1985.86621	38.51	-89.01	5	2.7
1985.871689	36.29	-89.53	5	1.4
1985.874429	36.2	-89.3	5.2	1.7
1985.879909	35.989	-89.475	14.7	1.8
1985.882648	36.53	-89.64	5	1.7
1985.882648	36.437	-89.526	3.4	1.9
1985.885388	36.582	-89.603	5	1.6
1985.888128	35.831	-90.106	5	1.5
1985.890868	35.204	-92.214	4.1	2.2
1985.896347	36.103	-89.937	7.4	2
1985.901826	36.5	-89.61	3.5	1.5
1985.907306	36.058	-89.6	5.4	0.9
1985.907306	37.11	-88.82	7	2.2
1985.935845	36.539	-89.639	2.6	1.6
1985.938584	38.18	-90.32	3	2.6
1985.938584	35.223	-92.188	3.6	3.1
1985.941324	35.915	-91.354	12.9	1.9
1985.944064	36.156	-89.769	7.5	2.3
1985.949543	36.135	-89.346	5	1.9
1985.952283	35.858	-90.011	5.8	2.1
1985.955023	35.209	-92.201	3.2	2.1
1985.963242	35.864	-90.093	5	2.5
1985.965982	36.729	-89.474	6.3	1.8
1985.965982	35.124	-92.288	3.8	2
1985.968721	36.547	-89.542	5	2.4
1985.971461	35.223	-92.261	5.1	1.7
1985.971461	35.149	-92.265	1.1	2.3
1985.971461	35.17	-92.26	10	1.7
1985.971461	35.237	-92.243	4.6	2
1985.974201	35.15	-92.22	10	1.9
1985.974201	35.19	-92.2	5	2.1
1985.98242	35.929	-89.957	8.5	1.4
1985.98516	35.196	-92.288	9	1.7
1985.9879	35.223	-92.346	3.8	2.5
1985.9879	35.14	-92.25	10	2
1985.998858	36.28	-89.771	8.1	1.4
1986.00274	35.18	-92.21	5	2.1
1986.005479	35.25	-92.27	10	1.9
1986.008219	37.38	-89.49	2	2.2
1986.010959	37.91	-89.22	10	2.3
1986.010959	35.199	-92.213	5	1.3
1986.013699	35.896	-89.995	6.1	3.5
1986.016438	35.903	-90.005	7.1	2.1
1986.021918	35.196	-92.263	7.9	1.9
1986.024658	36.226	-90.765	6.3	2.1
1986.024658	34.859	-90.72	1.2	2.2
1986.030137	35.86	-89.97	5	1.4
1986.030137	35.23	-92.57	14.6	2.2
1986.032877	35.176	-92.243	7.4	2.2
1986.035616	35.27	-92.29	4	2.1
1986.035616	35.172	-92.219	3.3	2.3
1986.035616	35.21	-92.26	10	2.1
1986.038356	35.25	-92.29	7	1.9
1986.038356	35.153	-92.243	8.4	2.2
1986.043836	36.376	-89.504	10.1	1.7
1986.043836	35.736	-90.245	10.5	2.7
1986.046575	37.3	-89.53	3.4	2.4
1986.052055	36.52	-89.63	5	1.7
1986.065753	35.187	-92.254	7.4	1.9
1986.065753	36.49	-89.51	4.7	1.5
1986.068493	35.405	-93.461	5	2.2
1986.068493	36.51	-89.56	10	1.6
1986.071233	36.193	-89.726	7.9	1.5
1986.071233	36.487	-89.597	5	1
1986.079452	38.49	-89.02	1	3.2
1986.086073	35.886	-89.991	7.6	2.7
1986.086073	35.908	-89.998	7.8	1.6
1986.088813	36.057	-91.984	14	2
1986.097032	35.223	-92.197	3	2.1
1986.102511	36.52	-89.61	1.8	1.6
1986.110731	38.15	-87.58	10	2.5
1986.11621	36.32	-89.55	10.3	1.8
1986.11895	36.074	-89.813	10.1	1.6
1986.121689	37.28	-89.01	10	1.8
1986.124429	36.3	-89.5	5	1.6
1986.129909	36.414	-89.545	5	1.8
1986.138128	36.55	-89.62	5	1.6
1986.140868	36.601	-89.661	5	1.6
1986.140868	36.593	-89.644	5	2.6
1986.140868	36.56	-89.61	1.3	2.2
1986.140868	36.52	-89.63	4.3	1.9
1986.140868	36.532	-89.697	5	2
1986.140868	36.542	-89.616	3.8	1.6
1986.143607	36.466	-89.56	3.3	2.5
1986.143607	36.56	-89.61	5	1.5
1986.146347	35.237	-92.243	5.4	2
1986.149087	35.192	-92.243	5	1.7
1986.149087	36.364	-89.498	5	1.5
1986.151826	34.925	-87.462	5.2	1.9
1986.151826	36.42	-89.517	5	1.6
1986.154566	36.183	-89.459	10.4	2.5
1986.154566	36.494	-89.618	4.1	1.5
1986.162785	38.35	-87.54	5	2.8
1986.165525	36.46	-89.58	4.8	1.5
1986.168265	41.41	-81.25	10	4.9
1986.174886	36.4	-89.6	6	1.4
1986.177626	35.159	-92.226	3.7	2.4
1986.177626	35.195	-92.243	5	2.4
1986.180365	35.198	-92.334	5	1.3
1986.180365	35.259	-92.273	5.7	2.5
1986.180365	36.42	-89.45	7.3	1.7
1986.185845	36.51	-89.68	5	1.5
1986.188584	37.46	-89.19	20	2.5
1986.188584	36.27	-89.53	4.1	1.8
1986.194064	36.507	-90.955	5	2.2
1986.196804	36.7	-90	5.6	1.4
1986.202283	34.81	-82.94	3.7	3
1986.202283	38.18	-90.3	6.9	2
1986.207763	36.46	-89.59	5.4	1.4
1986.207763	38.25	-89.77	5	2.7
1986.213242	37.94	-90.4	3.8	2.8
1986.213242	37.93	-90.43	1.6	2
1986.215982	36.28	-89.52	5.8	1.7
1986.218721	35.17	-92.262	6.9	2
1986.226941	37.94	-90.44	1.7	2.3
1986.2379	38.39	-89.1	5	2.7
1986.263699	36.49	-89.55	6.6	1.4
1986.269178	36.23	-90.86	5	2.1
1986.271918	36.544	-89.649	5	1.8
1986.271918	36.53	-89.59	4.6	1.8
1986.271918	36.504	-89.65	5	1.7
1986.271918	36.53	-89.6	4.1	1.7
1986.271918	36.49	-89.637	5	1.6
1986.271918	36.53	-89.6	6.3	1.5
1986.271918	36.53	-89.6	5.2	1.7
1986.280137	35.197	-92.219	5	2
1986.285616	36.54	-89.66	3	1.9
1986.304795	36.52	-89.64	10	1.6
1986.310274	36.51	-89.64	6.1	1.4
1986.313014	35.174	-92.243	3.6	2.3
1986.323973	36.46	-89.59	6.3	1.2
1986.323973	36.48	-89.58	4.8	0.8
1986.332192	36.48	-89.55	5.7	1
1986.336073	36.47	-89.59	2.7	1.2
1986.338813	37.54	-89.69	6.3	2.3
1986.355251	38.18	-90.44	2	2
1986.360731	36.457	-89.582	5.1	0.6
1986.36895	35.23	-92.27	3.2	1.6
1986.36895	36.21	-89.6	7	1.6
1986.377169	37.72	-88.81	10.5	2.2
1986.377169	36.437	-91.075	9.8	1.7
1986.379909	36.43	-89.52	6.4	1.8
1986.385388	36.5	-89.51	5	1.6
1986.388128	36.54	-89.78	11.7	1.6
1986.399087	37.12	-88.8	9.9	2
1986.407306	36.357	-89.536	10.5	1.4
1986.407306	37.96	-90.19	3.5	2.8
1986.410046	36.52	-89.6	7.3	1.8
1986.410046	35.278	-92.454	5.1	1.6
1986.412785	38.16	-90.38	7	2.3
1986.419406	36.223	-89.746	11.1	2.1
1986.422146	36.309	-89.484	14.3	1.6
1986.424886	36.157	-89.711	5	1.2
1986.427626	36.44	-89.58	10.2	1.7
1986.427626	36.23	-91.91	6.9	1.7
1986.433105	36.086	-89.78	6.5	1.7
1986.446804	34.797	-90.229	6.7	1.6
1986.446804	36.49	-89.55	7	1.9
1986.446804	36.07	-89.42	11.9	1.7
1986.446804	36.161	-89.668	11.6	2.5
1986.449543	30.9	-89.15	10	2.8
1986.452283	36.48	-89.6	5	1.2
1986.468721	36.41	-89.5	5.4	1.8
1986.468721	35.178	-92.254	7.3	2.3
1986.471461	36.3	-89.5	4.8	1.8
1986.471461	36.543	-89.639	5	2.2
1986.471461	38	-89.9	5	2.5
1986.48242	35.18	-92.211	3	2.2
1986.48242	35.118	-92.217	3.5	3.1
1986.48242	36.484	-89.917	12.9	3.1
1986.48516	36.23	-89.47	5	1.7
1986.4879	36.517	-89.701	5	1.7
1986.4879	36.26	-89.49	3.9	1.7
1986.4879	36.115	-89.82	8.2	2
1986.498858	35.953	-89.982	7	1.9
1986.510959	36.52	-89.62	7.3	1.5
1986.510959	36.23	-89.544	3.1	1.6
1986.519178	36.53	-89.54	5	1.6
1986.519178	36.52	-89.59	5	1.7
1986.519178	34.68	-92.18	5	2.1
1986.521918	36.37	-89.47	4.2	1.4
1986.521918	36.285	-89.567	11.3	1.3
1986.521918	36.44	-89.55	6.6	1.3
1986.521918	36.112	-89.79	11.4	1.9
1986.521918	36.408	-89.539	5	1.7
1986.524658	36.178	-89.787	4.6	1.2
1986.524658	35.827	-90.159	5	0.9
1986.524658	36.26	-89.49	5	2.1
1986.527397	36.29	-89.48	6.4	1.9
1986.527397	36.51	-89.65	11.3	1.6
1986.527397	36.47	-89.54	4.9	1.8
1986.532877	36.55	-89.66	9.7	1.5
1986.535616	36.051	-89.485	13.3	1.5
1986.541096	35.78	-89.58	17.2	1.4
1986.541096	37.95	-90.42	14.7	2
1986.546575	36.45	-89.49	5	1.5
1986.549315	36.47	-89.57	6.6	1.1
1986.554795	36.503	-89.605	9	1.9
1986.554795	36.314	-89.413	7.1	1.4
1986.560274	36.29	-89.669	14.3	1.8
1986.568493	36.5	-89.58	5	1.1
1986.571233	36.47	-89.53	4.3	1.5
1986.586073	36.479	-89.608	5.9	2.1
1986.586073	36.45	-89.58	3.5	1.1
1986.586073	36.28	-89.697	14.4	2
1986.594292	36.846	-90.764	10	1.9
1986.594292	36.125	-89.424	14.9	1.8
1986.594292	36.17	-89.43	5	1.8
1986.597032	36.33	-89.54	6.6	1.8
1986.599772	36.438	-89.579	5.2	1.6
1986.602511	36.85	-90.72	10	1.7
1986.605251	36.705	-89.99	7.9	2.5
1986.605251	36.19	-89.44	5	1
1986.607991	36.493	-89.762	13	1.7
1986.607991	36.28	-89.5	5	1.7
1986.610731	35.406	-92.518	6.1	2.2
1986.61347	35.11	-84.98	5	3.3
1986.61347	37.02	-88.9	3	2.2
1986.61621	36.973	-89.891	9.2	1.8
1986.61621	40.43	-84.43	10	4.6
1986.61895	36.53	-89.63	11.3	1.5
1986.621689	36.14	-89.42	6.8	1.4
1986.624429	37.69	-88.39	5	1.9
1986.624429	36.3	-89.37	2.8	1.1
1986.629909	36.32	-89.55	7.8	1.7
1986.632648	36.383	-89.614	5.6	1.5
1986.632648	36.04	-89.886	10.1	2.4
1986.635388	36.362	-89.64	6.7	1.7
1986.635388	36.284	-89.635	7.8	1.7
1986.635388	36.22	-89.44	5	1.1
1986.635388	36.51	-89.66	4.1	1.4
1986.638128	36.61	-89.55	9.5	1.6
1986.643607	36.18	-89.44	12.8	1.3
1986.646347	36.227	-89.637	9.8	1.6
1986.646347	36.27	-91.1	5	1.4
1986.651826	36.3	-90.04	10	1.9
1986.651826	35.66	-87.94	3.3	2.5
1986.654566	36.5	-89.52	4.7	1.8
1986.657306	35.176	-92.255	7.4	2.1
1986.662785	36.16	-89.68	2	1.3
1986.677626	36.544	-89.633	6.9	1.9
1986.680365	36.51	-89.56	5	1.6
1986.685845	35.203	-92.26	9	2.2
1986.685845	36.2	-89.47	5	1.6
1986.688584	36.098	-89.769	12	2
1986.694064	36.244	-89.79	10.1	1.4
1986.694064	36.44	-89.55	6	1.4
1986.694064	36.48	-89.61	5	1.6
1986.696804	38.32	-89.78	7.8	2.1
1986.699543	36.362	-89.423	4.3	1.2
1986.699543	36.51	-89.62	5	1.5
1986.705023	36.21	-89.477	13.1	1.6
1986.705023	36.168	-89.469	9.3	1.5
1986.705023	36.2	-89.54	5	2
1986.713242	36.5	-89.63	5	1.5
1986.713242	36.49	-89.56	5.4	1.4
1986.713242	36.48	-89.54	5	1.4
1986.724201	36.817	-89.283	14.9	2.3
1986.724201	37.1	-88.75	12.4	2.4
1986.726941	36.201	-89.779	11.9	1.2
1986.7379	38.32	-89.79	5	3.6
1986.7379	38.34	-89.81	5	2.1
1986.7379	35.159	-92.233	4.1	1.4
1986.740639	36.16	-89.38	4.2	2.1
1986.743379	36.49	-89.55	7.2	2.1
1986.746119	36.197	-89.457	14.8	1.8
1986.746119	36.545	-89.534	6.7	1.5
1986.748858	36.34	-89.43	1.9	1.5
1986.748858	36.865	-91.603	9.8	1.8
1986.75274	36.288	-89.537	13.2	1.6
1986.75274	36.29	-89.5	5	1.4
1986.75274	36.318	-89.544	14.6	1
1986.755479	36.18	-89.51	5	1.5
1986.771918	36.18	-89.44	10	0.9
1986.771918	36.384	-89.526	7.9	1.7
1986.774658	36.424	-89.542	5	1.5
1986.777397	38.23	-89.52	9	2.1
1986.780137	38.27	-88.09	19.7	2
1986.782877	36.43	-89.56	5.8	1.5
1986.782877	35.668	-89.666	14.3	2.6
1986.788356	35.766	-90.172	8.6	2
1986.788356	36.17	-89.44	5	1.3
1986.793836	37.84	-90.52	3.7	2
1986.807534	36.16	-89.42	5.8	1.6
1986.815753	36.47	-89.55	5.2	1.6
1986.818493	35.977	-91.354	4.4	1.6
1986.818493	35.88	-89.999	6.9	2.6
1986.823973	36.55	-89.61	5	1.5
1986.823973	36.54	-89.61	5	2
1986.823973	36.5	-89.58	7.2	1.2
1986.823973	36.52	-89.62	5	1.5
